sofifa_id,player_url,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club_name,league_name,league_rank,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,position,label,cluster_description
216354.0,https://sofifa.com/player/216354/andrej-kramaric/200002,A. Kramarić,Andrej Kramarić,28.0,1991-06-19,177.0,73.0,Croatia,TSG 1899 Hoffenheim,German 1. Bundesliga,1.0,83.0,83.0,27000000.0,60000.0,"ST, CAM, LW",Right,2.0,4.0,4.0,Medium/Medium,Normal,Yes,45900000.0,"#Dribbler, #Clinical Finisher, #Complete Forward",LS,27.0,,2015-01-16,2022.0,,,73.0,85.0,73.0,85.0,30.0,71.0,,,,,,,"Flair, Long Shot Taker (AI), Chip Shot (AI), Technical Dribbler (AI)",76.0,86.0,69.0,79.0,85.0,86.0,79.0,74.0,53.0,85.0,76.0,70.0,83.0,83.0,83.0,83.0,69.0,77.0,67.0,85.0,73.0,21.0,84.0,72.0,90.0,82.0,,20.0,26.0,8.0,14.0,14.0,7.0,15.0,81+2,81+2,81+2,81+0,82+0,82+0,82+0,81+0,80+2,80+2,80+2,79+2,71+2,71+2,71+2,79+2,58+2,54+2,54+2,54+2,58+2,54+2,47+2,47+2,47+2,54+2,striker,5.0,High skills / Potential / lack of strengh and physic / low heading and jump
230294.0,https://sofifa.com/player/230294/lourival-adnan-beretta-barbosa/200002,Louri Beretta,Lourival Adnan Beretta Barbosa,27.0,1992-02-29,188.0,83.0,Brazil,Atlético Mineiro,Campeonato Brasileiro Série A,1.0,83.0,83.0,27500000.0,60000.0,"ST, CF",Right,1.0,3.0,4.0,High/Low,Normal,No,52300000.0,#Strength,ST,9.0,,2018-01-01,2022.0,ST,9.0,81.0,84.0,62.0,72.0,33.0,75.0,,,,,,,Power Header,56.0,85.0,83.0,73.0,82.0,75.0,59.0,67.0,47.0,74.0,79.0,83.0,55.0,84.0,55.0,85.0,84.0,56.0,87.0,82.0,65.0,32.0,83.0,58.0,77.0,79.0,,27.0,24.0,8.0,11.0,20.0,19.0,20.0,82+1,82+1,82+1,75+0,78+0,78+0,78+0,75+0,73+2,73+2,73+2,72+2,65+2,65+2,65+2,72+2,54+2,52+2,52+2,52+2,54+2,52+2,51+2,51+2,51+2,52+2,striker,0.0,Quite technical / fast / Correct finisher / powerful physic / Aggressive
230142.0,https://sofifa.com/player/230142/mikel-oyarzabal-ugarte/200002,Oyarzabal,Mikel Oyarzabal Ugarte,22.0,1997-04-21,181.0,78.0,Spain,Real Sociedad,Spain Primera Division,1.0,82.0,89.0,31000000.0,40000.0,"LW, LM, RW",Left,1.0,3.0,3.0,High/Medium,Lean,Yes,71300000.0,#Clinical Finisher,LW,10.0,,2014-07-01,2024.0,,,75.0,82.0,79.0,83.0,39.0,61.0,,,,,,,Speed Dribbler (AI),82.0,86.0,44.0,81.0,64.0,85.0,69.0,71.0,73.0,84.0,74.0,76.0,77.0,81.0,75.0,80.0,56.0,78.0,57.0,81.0,52.0,29.0,80.0,79.0,76.0,70.0,,32.0,30.0,10.0,6.0,10.0,13.0,11.0,76+2,76+2,76+2,82+0,81+0,81+0,81+0,82+0,81+2,81+2,81+2,81+2,75+2,75+2,75+2,81+2,63+2,60+2,60+2,60+2,63+2,58+2,48+2,48+2,48+2,58+2,striker,0.0,Quite technical / fast / Correct finisher / powerful physic / Aggressive
208596.0,https://sofifa.com/player/208596/andrea-belotti/200002,A. Belotti,Andrea Belotti,25.0,1993-12-20,181.0,72.0,Italy,Torino,Italian Serie A,1.0,82.0,87.0,30000000.0,60000.0,ST,Right,3.0,5.0,3.0,High/High,Normal,Yes,53300000.0,,ST,9.0,,2015-08-18,2021.0,SUB,9.0,77.0,81.0,57.0,77.0,41.0,82.0,,,,,,,"Power Header, Outside Foot Shot",42.0,88.0,84.0,68.0,82.0,78.0,64.0,56.0,42.0,75.0,77.0,77.0,78.0,76.0,75.0,81.0,83.0,81.0,82.0,67.0,83.0,31.0,85.0,61.0,77.0,75.0,,23.0,32.0,13.0,7.0,12.0,14.0,7.0,81+3,81+3,81+3,73+0,77+0,77+0,77+0,73+0,73+3,73+3,73+3,71+3,64+3,64+3,64+3,71+3,56+3,55+3,55+3,55+3,56+3,54+3,55+3,55+3,55+3,54+3,striker,0.0,Quite technical / fast / Correct finisher / powerful physic / Aggressive
216201.0,https://sofifa.com/player/216201/inaki-williams-arthuer/200002,Iñaki Williams,Iñaki Williams Arthuer,25.0,1994-06-15,186.0,79.0,Spain,Athletic Club de Bilbao,Spain Primera Division,1.0,82.0,86.0,29000000.0,40000.0,"ST, RW",Right,2.0,2.0,4.0,High/High,Normal,Yes,63100000.0,#Speedster,RW,9.0,,2012-08-01,2025.0,,,94.0,80.0,72.0,80.0,41.0,82.0,,,,,,,"Speed Dribbler (AI), Outside Foot Shot, Team Player, Chip Shot (AI)",78.0,83.0,71.0,74.0,74.0,83.0,76.0,53.0,66.0,77.0,93.0,95.0,80.0,80.0,64.0,85.0,88.0,82.0,85.0,73.0,73.0,21.0,84.0,73.0,64.0,78.0,,38.0,31.0,14.0,15.0,14.0,10.0,13.0,81+2,81+2,81+2,81+0,81+0,81+0,81+0,81+0,79+2,79+2,79+2,80+2,71+2,71+2,71+2,80+2,63+2,59+2,59+2,59+2,63+2,60+2,56+2,56+2,56+2,60+2,striker,0.0,Quite technical / fast / Correct finisher / powerful physic / Aggressive
221992.0,https://sofifa.com/player/221992/hirving-lozano/200002,H. Lozano,Hirving Rodrigo Lozano Bahena,23.0,1995-07-30,175.0,70.0,Mexico,PSV,Holland Eredivisie,1.0,82.0,86.0,29000000.0,30000.0,"RW, LW",Right,3.0,3.0,4.0,High/Low,Lean,Yes,42800000.0,"#Speedster, #Acrobat",RW,11.0,,2017-07-21,2023.0,LW,22.0,93.0,76.0,73.0,83.0,41.0,66.0,,,,,,,"Speed Dribbler (AI), Outside Foot Shot",75.0,76.0,58.0,74.0,74.0,83.0,72.0,65.0,67.0,81.0,94.0,93.0,91.0,83.0,76.0,76.0,67.0,82.0,59.0,74.0,64.0,45.0,81.0,74.0,73.0,76.0,,35.0,29.0,11.0,10.0,14.0,14.0,10.0,77+4,77+4,77+4,81+1,80+1,80+1,80+1,81+1,79+4,79+4,79+4,80+4,73+4,73+4,73+4,80+4,65+4,60+4,60+4,60+4,65+4,61+4,52+4,52+4,52+4,61+4,striker,4.0,Very Strenghful / Good positionning / Correct technic but not fast / Correct finisher
211748.0,https://sofifa.com/player/211748/kerem-demirbay/200002,K. Demirbay,Kerem Demirbay,25.0,1993-07-03,182.0,72.0,Germany,Bayer 04 Leverkusen,German 1. Bundesliga,1.0,82.0,85.0,27500000.0,80000.0,CM,Left,2.0,4.0,4.0,Medium/Medium,Lean,Yes,48800000.0,#Dribbler,LF,10.0,,2019-07-01,2024.0,,,67.0,74.0,82.0,84.0,64.0,70.0,,,,,,,"Flair, Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",72.0,74.0,46.0,85.0,59.0,86.0,85.0,81.0,82.0,85.0,67.0,67.0,78.0,84.0,78.0,77.0,71.0,77.0,67.0,77.0,69.0,71.0,78.0,86.0,70.0,84.0,,59.0,54.0,14.0,15.0,11.0,14.0,14.0,74+2,74+2,74+2,79+0,80+0,80+0,80+0,79+0,82+2,82+2,82+2,80+2,81+2,81+2,81+2,80+2,73+2,75+2,75+2,75+2,73+2,69+2,66+2,66+2,66+2,69+2,striker,5.0,High skills / Potential / lack of strengh and physic / low heading and jump
202651.0,https://sofifa.com/player/202651/jesus-joaquin-fernandez-saez/200002,Suso,Jesús Joaquín Fernández Sáez de la Torre,25.0,1993-11-19,176.0,70.0,Spain,Milan,Italian Serie A,1.0,82.0,84.0,27000000.0,60000.0,"RW, CF",Left,3.0,3.0,4.0,High/Medium,Normal,No,47900000.0,#Dribbler,RS,8.0,,2015-01-17,2022.0,,,78.0,76.0,83.0,87.0,33.0,53.0,,,,,,,"Finesse Shot, Long Shot Taker (AI), Technical Dribbler (AI)",84.0,70.0,50.0,86.0,72.0,88.0,87.0,80.0,75.0,89.0,82.0,74.0,86.0,78.0,84.0,78.0,50.0,75.0,55.0,87.0,23.0,20.0,76.0,83.0,72.0,76.0,,23.0,18.0,15.0,15.0,9.0,8.0,9.0,75+3,75+3,75+3,82+0,81+0,81+0,81+0,82+0,83+1,83+1,83+1,82+2,76+3,76+3,76+3,82+2,61+3,56+3,56+3,56+3,61+3,55+3,42+3,42+3,42+3,55+3,striker,5.0,High skills / Potential / lack of strengh and physic / low heading and jump
189575.0,https://sofifa.com/player/189575/iker-muniain-goni/200002,Muniain,Iker Muniain Goñi,26.0,1992-12-19,170.0,66.0,Spain,Athletic Club de Bilbao,Spain Primera Division,1.0,82.0,83.0,26000000.0,30000.0,"CAM, LW",Right,2.0,3.0,4.0,Medium/Low,Normal,Yes,56600000.0,"#Dribbler, #Acrobat",LW,10.0,,2009-08-01,2024.0,,,80.0,72.0,77.0,87.0,51.0,58.0,,,,,,,"Injury Prone, Flair, Team Player, Technical Dribbler (AI)",73.0,76.0,43.0,82.0,63.0,87.0,76.0,69.0,70.0,86.0,83.0,77.0,92.0,80.0,94.0,66.0,71.0,73.0,45.0,72.0,66.0,45.0,77.0,82.0,61.0,82.0,,55.0,38.0,10.0,5.0,5.0,13.0,12.0,73+2,73+2,73+2,81+0,80+0,80+0,80+0,81+0,81+2,81+2,81+2,80+2,77+2,77+2,77+2,80+2,67+2,65+2,65+2,65+2,67+2,63+2,56+2,56+2,56+2,63+2,striker,0.0,Quite technical / fast / Correct finisher / powerful physic / Aggressive
195093.0,https://sofifa.com/player/195093/willian-jose-da-silva/200002,Willian José,Willian José da Silva,27.0,1991-11-23,189.0,93.0,Brazil,Real Sociedad,Spain Primera Division,1.0,82.0,83.0,26000000.0,40000.0,ST,Right,2.0,4.0,4.0,Medium/Low,Normal,Yes,56600000.0,#Strength,ST,9.0,,2016-07-31,2024.0,,,69.0,82.0,68.0,75.0,40.0,81.0,,,,,,,"Long Shot Taker (AI), Power Header",54.0,84.0,84.0,78.0,70.0,76.0,68.0,60.0,50.0,80.0,66.0,71.0,66.0,81.0,38.0,84.0,79.0,70.0,90.0,76.0,75.0,35.0,87.0,78.0,80.0,78.0,,32.0,30.0,15.0,14.0,16.0,15.0,8.0,81+2,81+2,81+2,76+0,80+0,80+0,80+0,76+0,77+2,77+2,77+2,74+2,70+2,70+2,70+2,74+2,57+2,58+2,58+2,58+2,57+2,55+2,56+2,56+2,56+2,55+2,striker,0.0,Quite technical / fast / Correct finisher / powerful physic / Aggressive
200610.0,https://sofifa.com/player/200610/kevin-volland/200002,K. Volland,Kevin Volland,26.0,1992-07-30,179.0,83.0,Germany,Bayer 04 Leverkusen,German 1. Bundesliga,1.0,82.0,83.0,26500000.0,90000.0,"ST, RW, LW",Left,2.0,4.0,3.0,High/High,Stocky,Yes,47000000.0,#Engine,ST,31.0,,2016-07-01,2021.0,,,76.0,84.0,79.0,79.0,41.0,83.0,,,,,,,"Solid Player, Leadership",78.0,84.0,69.0,81.0,83.0,79.0,79.0,80.0,72.0,79.0,75.0,76.0,73.0,82.0,82.0,87.0,76.0,88.0,82.0,84.0,80.0,45.0,82.0,81.0,72.0,80.0,,50.0,33.0,8.0,7.0,9.0,7.0,12.0,81+2,81+2,81+2,80+0,81+0,81+0,81+0,80+0,80+2,80+2,80+2,80+2,77+2,77+2,77+2,80+2,64+2,64+2,64+2,64+2,64+2,61+2,57+2,57+2,57+2,61+2,striker,5.0,High skills / Potential / lack of strengh and physic / low heading and jump
106231.0,https://sofifa.com/player/106231/aritz-aduriz-zubeldia/200002,Aduriz,Aritz Aduriz Zubeldia,38.0,1981-02-11,182.0,78.0,Spain,Athletic Club de Bilbao,Spain Primera Division,1.0,82.0,82.0,6500000.0,30000.0,ST,Right,3.0,3.0,3.0,High/Medium,Normal,Yes,16800000.0,#Aerial Threat,ST,20.0,,2012-07-01,2020.0,,,61.0,82.0,64.0,75.0,49.0,74.0,,,,,,,"Power Header, Team Player",54.0,83.0,92.0,72.0,80.0,76.0,61.0,54.0,52.0,82.0,60.0,61.0,56.0,85.0,53.0,82.0,89.0,50.0,82.0,78.0,82.0,23.0,87.0,73.0,86.0,87.0,,44.0,49.0,14.0,10.0,9.0,15.0,9.0,81+1,81+1,81+1,74+0,78+0,78+0,78+0,74+0,75+3,75+3,75+3,71+3,68+3,68+3,68+3,71+3,57+3,59+3,59+3,59+3,57+3,56+3,62+3,62+3,62+3,56+3,striker,0.0,Quite technical / fast / Correct finisher / powerful physic / Aggressive
184200.0,https://sofifa.com/player/184200/marko-arnautovic/200002,M. Arnautović,Marko Arnautović,30.0,1989-04-19,192.0,83.0,Austria,Shanghai SIPG FC,Chinese Super League,1.0,82.0,82.0,21500000.0,30000.0,ST,Right,3.0,4.0,4.0,High/Medium,Normal,Yes,34400000.0,,ST,7.0,,2019-07-08,2022.0,ST,7.0,80.0,79.0,77.0,82.0,47.0,82.0,,,,,,,"Flair, Technical Dribbler (AI)",78.0,78.0,74.0,78.0,79.0,84.0,79.0,72.0,74.0,85.0,77.0,83.0,69.0,78.0,66.0,84.0,67.0,78.0,84.0,75.0,84.0,44.0,83.0,77.0,77.0,81.0,,48.0,39.0,14.0,15.0,10.0,10.0,15.0,80+2,80+2,80+2,80+0,81+0,81+0,81+0,80+0,80+2,80+2,80+2,80+2,76+3,76+3,76+3,80+2,66+3,65+3,65+3,65+3,66+3,63+3,60+3,60+3,60+3,63+3,striker,5.0,High skills / Potential / lack of strengh and physic / low heading and jump
186627.0,https://sofifa.com/player/186627/mario-balotelli/200002,M. Balotelli,Mario Barwuah Balotelli,28.0,1990-08-12,189.0,88.0,Italy,Brescia,Italian Serie A,1.0,82.0,82.0,23000000.0,30000.0,ST,Right,4.0,4.0,4.0,Medium/Low,Normal,Yes,41400000.0,,RS,45.0,,2019-08-18,2022.0,,,76.0,82.0,73.0,79.0,24.0,76.0,,,,,,,"Power Free-Kick, Flair, Long Shot Taker (AI), Outside Foot Shot, Technical Dribbler (AI)",64.0,83.0,67.0,79.0,78.0,81.0,75.0,78.0,66.0,85.0,75.0,77.0,71.0,68.0,50.0,86.0,74.0,66.0,83.0,77.0,70.0,30.0,78.0,74.0,91.0,81.0,,22.0,20.0,2.0,2.0,2.0,4.0,2.0,79+3,79+3,79+3,77+0,79+0,79+0,79+0,77+0,78+3,78+3,78+3,76+3,71+3,71+3,71+3,76+3,54+3,53+3,53+3,53+3,54+3,49+3,45+3,45+3,45+3,49+3,striker,5.0,High skills / Potential / lack of strengh and physic / low heading and jump
187754.0,https://sofifa.com/player/187754/marlos-romero-bonfim/200002,Marlos,Marlos Romero Bonfim,31.0,1988-06-07,174.0,69.0,Ukraine,Shakhtar Donetsk,Rest of World,0.0,82.0,82.0,19500000.0,2000.0,"RM, CAM",Left,2.0,3.0,5.0,Medium/Medium,Normal,No,41000000.0,#Dribbler,RAM,11.0,,2014-07-04,2021.0,,,83.0,78.0,79.0,86.0,46.0,73.0,,,,,,,"Finesse Shot, Flair, Technical Dribbler (AI)",76.0,79.0,53.0,81.0,68.0,87.0,82.0,72.0,73.0,88.0,85.0,82.0,85.0,77.0,84.0,77.0,68.0,78.0,76.0,78.0,58.0,51.0,77.0,82.0,80.0,84.0,,44.0,42.0,6.0,13.0,13.0,8.0,9.0,77+2,77+2,77+2,82+0,81+0,81+0,81+0,82+0,82+0,82+0,82+0,81+1,77+2,77+2,77+2,81+1,67+2,65+2,65+2,65+2,67+2,64+2,57+2,57+2,57+2,64+2,striker,5.0,High skills / Potential / lack of strengh and physic / low heading and jump
188803.0,https://sofifa.com/player/188803/taison-barcellos-freda/200002,Taison,Taison Barcellos Freda,31.0,1988-01-13,172.0,64.0,Brazil,Shakhtar Donetsk,Rest of World,0.0,82.0,82.0,19500000.0,2000.0,"CAM, LM",Right,2.0,3.0,4.0,Medium/Medium,Lean,No,41000000.0,"#Speedster, #Dribbler, #Acrobat",LAM,7.0,,2013-01-11,2021.0,,,92.0,79.0,75.0,86.0,47.0,69.0,,,,,,,"Leadership, Speed Dribbler (AI), Playmaker (AI)",73.0,76.0,56.0,77.0,82.0,87.0,52.0,73.0,75.0,85.0,93.0,91.0,90.0,79.0,83.0,83.0,62.0,85.0,67.0,83.0,56.0,49.0,74.0,79.0,72.0,82.0,,53.0,40.0,7.0,7.0,11.0,15.0,13.0,78+2,78+2,78+2,82+0,81+0,81+0,81+0,82+0,81+1,81+1,81+1,81+1,77+2,77+2,77+2,81+1,68+2,65+2,65+2,65+2,68+2,65+2,56+2,56+2,56+2,65+2,striker,5.0,High skills / Potential / lack of strengh and physic / low heading and jump
189505.0,https://sofifa.com/player/189505/pedro-rodriguez-ledesma/200002,Pedro,Pedro Eliezer Rodríguez Ledesma,31.0,1987-07-28,169.0,65.0,Spain,Chelsea,English Premier League,1.0,82.0,82.0,19500000.0,140000.0,"RW, LW",Right,3.0,5.0,4.0,High/High,Lean,Yes,37100000.0,,RW,11.0,,2015-08-20,2020.0,,,75.0,77.0,77.0,84.0,43.0,56.0,,,,,,,"Finesse Shot, Long Shot Taker (AI), Outside Foot Shot",78.0,78.0,55.0,80.0,70.0,84.0,81.0,57.0,71.0,85.0,78.0,73.0,81.0,81.0,82.0,77.0,66.0,70.0,47.0,79.0,56.0,49.0,82.0,78.0,66.0,77.0,,32.0,31.0,5.0,11.0,12.0,15.0,9.0,76+4,76+4,76+4,81+1,80+1,80+1,80+1,81+1,80+2,80+2,80+2,80+2,75+4,75+4,75+4,80+2,64+4,61+4,61+4,61+4,64+4,60+4,51+4,51+4,51+4,60+4,striker,5.0,High skills / Potential / lack of strengh and physic / low heading and jump
189805.0,https://sofifa.com/player/189805/luuk-de-jong/200002,L. de Jong,Luuk de Jong,28.0,1990-08-27,188.0,86.0,Netherlands,Sevilla FC,Spain Primera Division,1.0,82.0,82.0,23000000.0,30000.0,ST,Right,2.0,3.0,2.0,Medium/High,Normal,No,48300000.0,,ST,19.0,,2019-07-01,2023.0,SUB,19.0,56.0,79.0,71.0,69.0,51.0,78.0,,,,,,,Power Header,66.0,82.0,93.0,78.0,84.0,66.0,63.0,69.0,66.0,77.0,54.0,58.0,58.0,83.0,60.0,84.0,81.0,84.0,84.0,69.0,54.0,40.0,86.0,69.0,67.0,80.0,,43.0,37.0,16.0,10.0,8.0,8.0,11.0,80+2,80+2,80+2,72+0,75+0,75+0,75+0,72+0,73+2,73+2,73+2,72+2,72+2,72+2,72+2,72+2,62+2,63+2,63+2,63+2,62+2,60+2,61+2,61+2,61+2,60+2,striker,5.0,High skills / Potential / lack of strengh and physic / low heading and jump
190813.0,https://sofifa.com/player/190813/stephan-el-shaarawy/200002,S. El Shaarawy,Stephan El Shaarawy,26.0,1992-10-27,178.0,72.0,Italy,Shanghai Greenland Shenhua FC,Chinese Super League,1.0,82.0,82.0,24000000.0,30000.0,LW,Right,3.0,3.0,5.0,Medium/High,Lean,Yes,37200000.0,,LW,22.0,,2019-07-08,2022.0,SUB,14.0,87.0,78.0,71.0,84.0,42.0,60.0,,,,,,,"Finesse Shot, Flair, Speed Dribbler (AI)",75.0,80.0,51.0,74.0,83.0,84.0,85.0,63.0,57.0,86.0,86.0,87.0,86.0,72.0,82.0,74.0,59.0,73.0,56.0,79.0,54.0,36.0,82.0,73.0,67.0,72.0,,30.0,25.0,5.0,3.0,5.0,5.0,3.0,76+4,76+4,76+4,81+1,80+1,80+1,80+1,81+1,79+3,79+3,79+3,79+3,71+4,71+4,71+4,79+3,62+4,57+4,57+4,57+4,62+4,58+4,49+4,49+4,49+4,58+4,striker,5.0,High skills / Potential / lack of strengh and physic / low heading and jump
198951.0,https://sofifa.com/player/198951/cedric-bakambu/200002,C. Bakambu,Cédric Bakambu,28.0,1991-04-11,182.0,74.0,DR Congo,Beijing Sinobo Guoan FC,Chinese Super League,1.0,82.0,82.0,23000000.0,30000.0,ST,Right,2.0,4.0,3.0,Medium/Medium,Normal,Yes,36800000.0,#Speedster,RS,17.0,,2018-01-17,2021.0,,,90.0,81.0,72.0,80.0,35.0,76.0,,,,,,,"Finesse Shot, Speed Dribbler (AI)",74.0,84.0,71.0,75.0,80.0,80.0,78.0,54.0,66.0,82.0,90.0,90.0,81.0,81.0,72.0,84.0,81.0,80.0,76.0,74.0,72.0,39.0,85.0,73.0,69.0,80.0,,29.0,21.0,6.0,13.0,6.0,14.0,6.0,81+1,81+1,81+1,81+0,81+0,81+0,81+0,81+0,79+2,79+2,79+2,80+2,72+2,72+2,72+2,80+2,61+2,58+2,58+2,58+2,61+2,58+2,52+2,52+2,52+2,58+2,striker,4.0,Very Strenghful / Good positionning / Correct technic but not fast / Correct finisher
208830.0,https://sofifa.com/player/208830/jamie-vardy/200002,J. Vardy,Jamie Vardy,32.0,1987-01-11,179.0,74.0,England,Leicester City,English Premier League,1.0,82.0,82.0,17500000.0,110000.0,ST,Right,3.0,3.0,3.0,High/High,Lean,Yes,33300000.0,,ST,9.0,,2012-05-01,2022.0,,,88.0,81.0,65.0,74.0,55.0,75.0,,,,,,,"Dives Into Tackles (AI), Team Player",68.0,85.0,78.0,67.0,81.0,74.0,65.0,57.0,48.0,74.0,87.0,88.0,72.0,83.0,75.0,85.0,78.0,79.0,68.0,64.0,87.0,49.0,86.0,72.0,83.0,81.0,,50.0,53.0,15.0,14.0,7.0,15.0,11.0,80+2,80+2,80+2,77+0,78+0,78+0,78+0,77+0,74+3,74+3,74+3,75+3,68+3,68+3,68+3,75+3,67+3,63+3,63+3,63+3,67+3,66+3,63+3,63+3,63+3,66+3,striker,0.0,Quite technical / fast / Correct finisher / powerful physic / Aggressive
215333.0,https://sofifa.com/player/215333/duvan-zapata/200002,D. Zapata,Duván Esteban Zapata Banguera,28.0,1991-04-01,189.0,88.0,Colombia,Atalanta,Italian Serie A,1.0,82.0,82.0,23000000.0,80000.0,ST,Right,2.0,4.0,3.0,High/Medium,Normal,Yes,,#Strength,LS,91.0,Sampdoria,,2020.0,SUB,7.0,71.0,81.0,56.0,76.0,37.0,83.0,,,,,,,"Power Header, Outside Foot Shot",44.0,87.0,83.0,70.0,77.0,77.0,48.0,62.0,43.0,81.0,70.0,72.0,64.0,76.0,60.0,86.0,79.0,70.0,94.0,64.0,72.0,20.0,86.0,56.0,70.0,78.0,,24.0,22.0,9.0,9.0,8.0,6.0,8.0,81+1,81+1,81+1,73+0,77+0,77+0,77+0,73+0,72+2,72+2,72+2,70+2,63+2,63+2,63+2,70+2,52+2,53+2,53+2,53+2,52+2,50+2,53+2,53+2,53+2,50+2,striker,5.0,High skills / Potential / lack of strengh and physic / low heading and jump
216475.0,https://sofifa.com/player/216475/jose-luis-morales-nogales/200002,Morales,José Luis Morales Nogales,31.0,1987-07-23,180.0,70.0,Spain,Levante UD,Spain Primera Division,1.0,82.0,82.0,20000000.0,40000.0,"ST, LM",Right,2.0,4.0,4.0,High/Medium,Lean,Yes,42000000.0,#Dribbler,LW,11.0,,2011-06-01,2021.0,,,89.0,81.0,76.0,85.0,58.0,69.0,,,,,,,"Finesse Shot, Speed Dribbler (AI), Outside Foot Shot, Team Player",79.0,83.0,64.0,78.0,77.0,88.0,82.0,72.0,68.0,84.0,88.0,90.0,78.0,83.0,83.0,79.0,61.0,82.0,67.0,81.0,58.0,58.0,84.0,76.0,78.0,85.0,,54.0,45.0,14.0,13.0,13.0,16.0,8.0,81+1,81+1,81+1,83+,83+,83+,83+,83+,82+0,82+0,82+0,82+0,77+2,77+2,77+2,82+0,72+2,68+2,68+2,68+2,72+2,69+2,62+2,62+2,62+2,69+2,striker,5.0,High skills / Potential / lack of strengh and physic / low heading and jump
231478.0,https://sofifa.com/player/231478/lautaro-martinez/200002,L. Martínez,Lautaro Javier Martínez,21.0,1997-08-22,174.0,81.0,Argentina,Inter,Italian Serie A,1.0,81.0,89.0,26500000.0,60000.0,ST,Right,1.0,4.0,4.0,High/Medium,Stocky,No,51300000.0,,RS,10.0,,2018-07-05,2023.0,SUB,22.0,81.0,77.0,68.0,82.0,40.0,83.0,,,,,,,"Flair, Power Header, Technical Dribbler (AI)",56.0,82.0,82.0,72.0,69.0,82.0,76.0,33.0,73.0,82.0,81.0,81.0,86.0,78.0,73.0,79.0,88.0,78.0,84.0,69.0,84.0,31.0,82.0,76.0,66.0,77.0,,22.0,25.0,11.0,8.0,8.0,8.0,13.0,80+2,80+2,80+2,78+0,79+0,79+0,79+0,78+0,78+2,78+2,78+2,77+2,72+2,72+2,72+2,77+2,58+2,60+2,60+2,60+2,58+2,55+2,56+2,56+2,56+2,55+2,striker,4.0,Very Strenghful / Good positionning / Correct technic but not fast / Correct finisher
236632.0,https://sofifa.com/player/236632/david-neres-campos/200002,David Neres,David Neres Campos,22.0,1997-03-03,175.0,66.0,Brazil,Ajax,Holland Eredivisie,1.0,81.0,86.0,24000000.0,30000.0,"LW, RW, CAM",Left,2.0,3.0,5.0,Medium/Medium,Lean,No,35400000.0,"#Dribbler, #Acrobat",LAM,7.0,,2017-02-01,2023.0,,,87.0,73.0,73.0,87.0,36.0,65.0,,,,,,,"Flair, Speed Dribbler (AI), Outside Foot Shot, Technical Dribbler (AI)",67.0,76.0,45.0,78.0,72.0,88.0,70.0,52.0,69.0,86.0,88.0,87.0,91.0,79.0,86.0,74.0,54.0,76.0,64.0,67.0,58.0,35.0,78.0,81.0,69.0,80.0,,32.0,32.0,14.0,10.0,5.0,13.0,6.0,75+2,75+2,75+2,81+0,80+0,80+0,80+0,81+0,81+2,81+2,81+2,80+2,74+2,74+2,74+2,80+2,62+2,59+2,59+2,59+2,62+2,58+2,48+2,48+2,48+2,58+2,striker,0.0,Quite technical / fast / Correct finisher / powerful physic / Aggressive
207877.0,https://sofifa.com/player/207877/josef-martinez/200002,J. Martínez,Josef Alexander Martínez,26.0,1993-05-19,170.0,69.0,Venezuela,Atlanta United,USA Major League Soccer,1.0,81.0,84.0,22500000.0,15000.0,ST,Right,1.0,4.0,3.0,High/Medium,Normal,Yes,35400000.0,#Acrobat,ST,7.0,,2017-03-22,2023.0,SUB,17.0,89.0,79.0,61.0,79.0,25.0,73.0,,,,,,,"Flair, Speed Dribbler (AI), Power Header, Outside Foot Shot",53.0,84.0,77.0,69.0,75.0,76.0,68.0,57.0,55.0,79.0,87.0,90.0,91.0,81.0,92.0,81.0,86.0,72.0,74.0,66.0,66.0,20.0,85.0,58.0,79.0,75.0,,20.0,15.0,12.0,14.0,14.0,12.0,8.0,80+2,80+2,80+2,76+0,78+0,78+0,78+0,76+0,75+2,75+2,75+2,74+2,65+2,65+2,65+2,74+2,52+2,49+2,49+2,49+2,52+2,49+2,45+2,45+2,45+2,49+2,striker,5.0,High skills / Potential / lack of strengh and physic / low heading and jump
